Residual
0.0811456166
0.1370214059
-0.2575306861
0.138705273
0.1370214059
-0.2575306861
0.0035670908
0.0594428802
0.138705273
0.1370214059
-0.2575306861
0.1664956748
-0.2280564172
0.0329963013
0.0313124342
0.0329963013
0.0313124342
0.138705273
0.1370214059
-0.2575306861
0.0329963013
0.0313124342
-0.0466053553
0.138705273
0.1370214059
-0.2575306861
0.1673596545
-0.2288763046
0.1664956748
-0.2280564172
0.0586391819
0.0586391819
0.0329963013
0.0313124342
0.0444821936
0.0444821936
-0.0466053553
-0.0466053553
0.0444821936
-0.0466053553
0.0444821936
0.0444821936
0.0444658712
0.0444821936
0.0444821936
0.0444658712
0.0444821936
0.0444658712
0.0444821936
-0.1283208523
0.0109536258
0.455543191
0.167958019
-0.1017233518
-0.4223157762
0.5687502931
0.3933322148
-0.0842782069
-0.1391121505
0.0001623276
0.1571667208
-0.11251465
0.5579589949
0.3825409166
-0.2164420581
-0.0950695051
0.2236361695
-0.0290710204
-0.0060394201
-0.0663497452
-0.0771429222
-0.0535559891
-0.0310851272
-0.0301853977
-0.0290710204
-0.1515846055
-0.0645564315
-0.0993018375
-0.0773590619
-0.0757132032
-0.0836806766
-0.0742363833
-0.0659689918
-0.0675881659
-0.0761532114
-0.0852804002
-0.0757649145
-0.0709063901
-0.0628131999
-0.0819513969
0.7522615309
-0.106400928
-0.0439414968
-0.08015724
-0.1139458895
-0.4863136065
-0.1229388137
0.3139763909
0.0485270598
0.1989265715
-0.15933797
0.017036572
-0.1858748778
-0.1516982883
-0.1478488471
-0.1523931362
-0.1641366111
-0.1516982883
-0.1565028958
-0.1634292369
-0.1423387963
-0.1095182941
-0.0191070516
-0.0175048416
-0.0187675687
-0.0239441597
-0.0162613053
-0.0264528589
-0.0350082494
-0.0097457565
-0.0203578147
-0.0183115579
0.758778948
0.4153434155
0.3464149874
0.0546822588
0.1072474143
0.1726674017
-0.0991857945
-0.1570007137
-0.1740344184
0.0458057657
0.0431181409
0.0433882261
0.7968466288
0.7718997666
0.7050074182
0.9263426323
0.6144785595
-0.5060526948
-0.473323752
-0.4844958331
-0.4694743109
-0.4993968966
-0.4821765097
-0.4740185999
-0.4955854745
-0.4992797731
-0.4857620749
-0.473323752
-0.4992797731
-0.4992797731
-0.4975668393
-0.4781283595
-0.4850547007
-0.46396426
0.512936373
0.4879895108
0.5100971089
0.6770514085
0.6998442548
0.3571075599
0.3006074964
0.2756606341
0.4103363729
0.0598700495
0.0349231873
0.0598700495
0.0349231873
0.0599113238
0.0594857967
0.0598700495
0.0349231873
0.0599113238
0.0599113238
0.0594857967
0.0594857967
-0.1031687544
0.0361057237
0.4806952888
0.1931101169
-0.0765712539
-0.3971636783
-0.059126109
-0.1139600527
0.0253144255
0.1823188187
-0.0873625521
-0.4079549765
